VERSION|DML_IND|BENE_ID|STATE_CODE|BENE_COUNTY_CD|BENE_ZIP_CD|BENE_BIRTH_DT|BENE_SEX_IDENT_CD|BENE_RACE_CD|BENE_ENTLMT_RSN_ORIG|BENE_ENTLMT_RSN_CURR|BENE_ESRD_IND|BENE_MDCR_STATUS_CD|BENE_PTA_TRMNTN_CD|BENE_PTB_TRMNTN_CD|BENE_CRNT_HIC_NUM|BENE_SRNM_NAME|BENE_GVN_NAME|BENE_MDL_NAME
4|INSERT|202|MA|MIDDLESEX|917700515|06-NOV-1924|M|1|0|0|N|10|0|0|259258362O|Duabjp|Qmve|
4|INSERT|203|MO|ST. LOUIS|823433190|13-APR-1929|M|1|0|0|N|10|0|0|693160057I|Qvurwh|Ixpm|G
4|INSERT|204|IL|LAKE|459277916|22-JAN-1931|M|1|0|0|N|10|1|1|693881250W|Evpcyi|Edup|M
4|INSERT|205|OH|LAWRENCE|301041212|29-JAN-1937|M|1|0|0|N|10|0|0|769887775P|Rulcnn|Gpau|A
4|INSERT|206|KY|PULASKI|311937468|27-AUG-1946|F|1|0|0|N|10|0|0|417032936K|Kamnqe|Xysp|
4|INSERT|207|TN|MONROE|916188785|29-AUG-1919|F|1|0|0|N|10|0|0|987767676H|Kzxell|Lhjv|
4|INSERT|208|CA|SANTA CLARA|710274366|23-AUG-1937|M|3|0|0|N|10|0|0|409051654B|Yemafz|Dlwu|A
4|INSERT|209|FL|LEE|661978190|29-DEC-1942|M|1|0|0|N|10|0|0|829877508O|Hdlqcw|Clsr|L
4|INSERT|210|NC|IREDELL|502624462|08-DEC-1938|F|1|0|0|N|10|0|0|230837408C|Zrvgck|Sdfc|J
4|INSERT|211|TN|UNICOI|962539906|19-FEB-1959|F|1|1|1|N|20|0|0|413836950A|Ruqbnf|Hwbo|J
4|INSERT|212|NH|STRAFFORD|89742514.|19-OCT-1950|M|1|1|1|N|20|0|0|730515347G|Cmckhm|Raff|
4|INSERT|213|FL|SEMINOLE|418716286|15-APR-1945|M|1|0|0|N|10|0|0|272907785X|Ntmddc|Ksyq|A
4|INSERT|214|FL|BREVARD|325265139|13-DEC-1942|F|1|0|0|N|10|0|0|489834447O|Bahlxy|Seuz|R
4|INSERT|215|TX|FORT BEND|799547591|16-DEC-1944|M|1|0|0|N|10|0|0|931003949D|Dbwfrd|Vzjl|A
4|INSERT|216|MI|INGHAM|487559300|06-NOV-1937|F|1|0|0|N|10|0|0|230346352G|Dcxcad|Kpyp|C
4|INSERT|217|MN|WASHINGTON|477710049|12-JUL-1927|M|1|0|0|N|10|0|0|476600432K|Qonjxq|Eaic|T
4|INSERT|218|NY|KINGS|925688315|31-DEC-1931|F|3|0|0|N|10|0|0|893484417Q|Zknnhk|Ovat|
4|INSERT|219|IL|CHAMPAIGN|658626446|22-MAY-1928|M|1|0|0|N|10|0|0|923618873P|Olcclm|Uens|M
4|INSERT|220|NC|SAMPSON|807711195|25-MAY-1930|F|1|0|0|N|10|0|0|263185979L|Iodxsx|Norr|
4|INSERT|221|IL|MC HENRY|504942047|05-MAY-1935|M|1|0|0|N|10|0|0|242177431K|Zssvdb|Vzsp|B
4|INSERT|222|PA|BRADFORD|244756974|05-JUN-1947|M|1|0|0|N|10|0|0|554732763H|Jngnwv|Bkig|R
4|INSERT|223|FL|PINELLAS|861935212|22-NOV-1933|F|5|0|0|N|10|0|0|264886038H|Zwpavb|Vdhx|D
4|INSERT|224|AR|PULASKI|622165909|06-OCT-1932|M|2|0|0|N|10|0|0|170775588S|Idykvm|Lylj|
4|INSERT|225|WA|FRANKLIN|685407029|20-MAR-1947|F|1|0|0|N|10|0|0|369249508B|Isdnas|Rtcr|W
4|INSERT|226|NY|SUFFOLK|519241395|15-AUG-1921|F|1|0|0|N|10|1|1|769724147T|Uansfo|Rugx|
4|INSERT|227|CA|VENTURA|439147704|10-AUG-1944|M|1|0|0|N|10|0|0|382414306E|Exrsyy|Tzov|A
4|INSERT|228|AL|MARSHALL|921057081|04-JUL-1936|F|1|0|0|N|10|0|0|480320034Q|Iatwxs|Lifq|D
4|INSERT|229|TX|VAN ZANDT|754885987|13-JAN-1930|M|1|0|0|N|10|0|0|549842267D|Qqycxh|Krkp|
4|INSERT|230|MN|HENNEPIN|839485545|22-FEB-1933|F|1|0|0|N|10|0|0|415915835Q|Pjptrv|Szlo|
4|INSERT|231|IL|ST. CLAIR|244924993|01-MAY-1946|M|1|0|0|N|10|0|0|843751834G|Bkrgah|Jwbr|L
4|INSERT|232|NH|SULLIVAN|119884048|12-MAR-1940|M|1|0|0|N|10|0|0|483655083N|Goieqj|Gnlc|C
4|INSERT|233|MS|MADISON|592684174|13-AUG-1988|M|1|1|1|N|20|0|0|456808328Q|Zrqhwa|Npnk|M
4|INSERT|234|OH|SUMMIT|984390348|01-MAR-1938|M|2|0|0|N|10|0|0|887004839M|Smwpww|Hzzi|A
4|INSERT|235|MA|NORFOLK|659018091|05-FEB-1938|F|1|0|0|N|10|0|0|847480482C|Yukzaq|Yqpf|
4|INSERT|236|NY|ERIE|946760469|07-JAN-1941|M|2|0|0|N|10|0|0|288630541G|Ukmaab|Qmyc|R
4|INSERT|237|WI|FOND DU LAC|686897617|06-DEC-1931|M|1|0|0|N|10|0|0|875330630B|Egyrto|Chao|M
4|INSERT|238|WV|KANAWHA|622084849|13-MAY-1944|F|1|0|0|N|10|0|0|729790832B|Ozjitq|Zixi|M
4|INSERT|239|IL|COOK|515491786|10-MAY-1956|F|2|1|1|N|20|0|0|321633531V|Gulswp|Gzir|
4|INSERT|240|NY|BRONX|111232071|28-FEB-1935|M|1|0|0|N|10|0|0|344528701M|Xdmgma|Ajjk|
4|INSERT|241|TX|WHARTON|565409267|22-JUN-1938|M|1|0|0|N|10|0|0|447978253L|Hbcvce|Lfgy|A
4|INSERT|242|PA|HUNTINGDON|440267385|27-MAY-1949|M|1|1|1|N|20|0|0|629490082N|Odhgmg|Lgwl|M
4|INSERT|243|IL|COOK|686543279|13-OCT-1937|M|2|1|0|N|10|0|0|964034282S|Kazdgs|Tzli|
4|INSERT|244|CA|LOS ANGELES|77666976.|12-OCT-1943|F|1|0|0|N|10|0|0|884182600W|Mqjerb|Jthn|G
4|INSERT|245|FL|SARASOTA|324344268|23-APR-1934|M|1|1|0|N|10|0|0|402788094Q|Aivfum|Wbis|E
4|INSERT|246|NY|NEW YORK|965418398|02-APR-1935|F|1|0|0|N|10|0|0|513807124X|Ipriau|Xwld|
4|INSERT|247|OK|OKLAHOMA|643532790|31-JAN-1951|M|1|1|1|N|20|0|0|619069105E|Rljfrz|Mbyo|A
4|INSERT|248|MO|FRANKLIN|232688264|20-NOV-1940|F|1|0|0|N|10|0|0|642784973K|Mmvnor|Tjjj|R
4|INSERT|249|NC|WAKE|270201534|19-JAN-1959|M|1|1|1|N|20|0|0|944721866J|Cxxgnm|Qdsn|L
4|INSERT|250|TX|LUBBOCK|17944259.|04-DEC-1929|M|1|0|0|N|10|0|0|398364275T|Wokpae|Uvhl|F
4|INSERT|251|NJ|OCEAN|771436975|19-OCT-1933|M|1|0|0|N|10|0|0|597914820M|Rqswul|Dofz|P
4|INSERT|252|IL|CARROLL|271276620|25-DEC-1939|F|1|0|0|N|10|0|0|287539844R|Eulhgr|Cyhu|J
4|INSERT|253|CA|SAN MATEO|765057457|16-JUL-1919|M|1|0|0|N|10|0|0|582098504F|Vqxhko|Wgil|B
4|INSERT|254|IN|ST. JOSEPH|279862894|14-DEC-1940|F|1|0|0|N|10|0|0|906028975C|Guilgo|Klla|E
4|INSERT|255|LA|E. BATON ROUGE|247511386|09-APR-1943|F|1|0|0|N|10|0|0|188058114K|Vzavvo|Nssn|M
4|INSERT|256|GA|HABERSHAM|569173997|04-JUL-1947|F|0|0|0|N|10|0|0|338351226F|Wafzwr|Boci|D
4|INSERT|257|NH|ROCKINGHAM|245463459|06-MAY-1936|F|1|0|0|N|10|0|0|335714984G|Zfsfbt|Gkkr|F
4|INSERT|258|GA|GILMER|900016483|31-JUL-1943|M|1|0|0|N|10|0|0|418588751E|Gifize|Mmnh|S
4|INSERT|259|UT|UTAH|576450231|28-JUN-1923|F|1|0|0|N|10|0|0|254110464P|Psxmfz|Anuo|I
4|INSERT|260|IN|CRAWFORD|725048007|22-JUN-1939|F|1|0|0|N|10|0|0|477166631X|Ntasem|Hcab|L
4|INSERT|261|WA|SNOHOMISH|866858689|28-FEB-1939|M|3|0|0|N|10|0|0|287039970U|Aykmuh|Xyfm|K
4|INSERT|262|OH|LUCAS|196021122|05-OCT-1944|M|1|0|0|N|10|0|0|204641372F|Okqfgt|Baxq|A
4|INSERT|263|WV|WETZEL|980690729|25-OCT-1943|M|1|0|0|N|10|0|0|907527395J|Eoiemx|Lqmu|R
4|INSERT|264|PA|WESTMORELAND|913964887|26-NOV-1937|F|1|0|0|N|10|0|0|840354456M|Rliyyp|Cuso|
4|INSERT|265|NY|QUEENS|925776994|24-OCT-1931|M|1|0|0|N|10|0|0|332335835B|Qftvio|Bcmk|F
4|INSERT|266|VA|CHESTERFIELD|924104563|02-JUL-1965|M|1|1|1|N|20|0|0|831617458C|Wfagxh|Qora|M
4|INSERT|267|LA|JEFFERSON|799808694|30-SEP-1947|M|1|0|0|N|10|0|0|391183094L|Rjffpy|Kgst|
4|INSERT|268|KS|SEDGWICK|585201585|13-AUG-1955|F|6|1|1|Y|21|0|0|262771517X|Ibjine|Dzvz|H
4|INSERT|269|NC|WAKE|47890319.|22-AUG-1933|M|1|0|0|N|10|0|0|177187010C|Ocrqrk|Eour|H
4|INSERT|270|MN|KANDIYOHI|20195468.|26-MAR-1936|F|1|0|0|N|10|0|0|946430435Q|Olgkcj|Igqe|A
4|INSERT|271|WV|RALEIGH|373213807|15-JAN-1989|F|1|1|1|N|20|0|0|415761082A|Laoamt|Hhpc|L
4|INSERT|272|MA|MIDDLESEX|827786393|30-JUL-1930|M|1|0|0|N|10|0|0|454377980I|Yeyfsx|Tupg|
4|INSERT|273|NM|BERNALILLO|666739755|23-AUG-1940|M|1|0|0|N|10|0|0|854748769F|Snwjcc|Qglr|M
4|INSERT|274|WI|PORTAGE|659015660|24-FEB-1932|M|1|0|0|N|10|1|1|541605014Y|Qzhmtf|Paoa|C
4|INSERT|275|PA|DELAWARE|77193223.|08-OCT-1944|F|1|0|0|N|10|0|0|695575228Y|Ibipgh|Oidk|A
4|INSERT|276|NJ|WARREN|687166113|10-JUN-1937|F|1|0|0|N|10|0|0|119889611I|Coqado|Ezkm|
4|INSERT|277|AR|PIKE|490688059|17-OCT-1955|M|1|1|1|N|20|0|0|814254148G|Xfkdle|Lksw|G
4|INSERT|278|WY|FREMONT|255250367|30-MAR-1915|M|1|0|0|N|10|0|0|493902730A|Lmiwhk|Bjgs|P
4|INSERT|279|TN|JEFFERSON|288793448|09-APR-1939|F|1|0|0|N|10|0|0|371182003A|Oxxmif|Vqkz|B
4|INSERT|280|IL|COOK|761087657|21-FEB-1975|F|1|1|1|N|20|0|0|287969860V|Cdvcoc|Nllm|W
4|INSERT|281|TN|HAMILTON|681757328|30-MAR-1944|F|1|0|0|N|10|0|0|725100484W|Fwvqfy|Ajrt|A
4|INSERT|282|OH|MARION|823744586|14-MAY-1931|F|1|0|0|N|10|0|0|763525785M|Xznahk|Zdmq|A
4|INSERT|283|WA|MASON|725149865|10-SEP-1954|F|1|3|3|Y|21|0|0|371598142D|Agjatd|Jdwa|R
4|INSERT|284|OH|ADAMS|776916848|26-APR-1924|F|1|0|0|N|10|0|0|198489541J|Fimqpt|Bcdu|R
4|INSERT|285|CA|SOLANO|415995608|05-JUL-1947|F|3|0|0|N|10|0|0|213253156Q|Vbiyav|Woyt|
4|INSERT|286|GA|CLAYTON|748056979|08-FEB-1955|F|1|1|1|N|20|0|0|155331288X|Nnbhis|Jtap|L
4|INSERT|287|OH|HAMILTON|934982387|18-MAY-1982|F|2|1|1|N|20|0|0|771180276S|Oozlwf|Cbcj|M
4|INSERT|288|GA|GWINNETT|492631381|13-DEC-1940|M|1|0|0|N|10|0|0|858740130O|Mdvffz|Drak|F
4|INSERT|289|TX|KENDALL|407974237|02-OCT-1955|M|1|1|1|N|20|0|0|240738220O|Wamjuw|Nzhs|A
4|INSERT|290|NY|WESTCHESTER|885555115|13-OCT-1934|M|1|0|0|N|10|0|0|907690629V|Pkwfco|Leyp|
4|INSERT|291|NC|WAKE|860494268|18-SEP-1930|F|1|0|0|N|10|0|0|861301731G|Xyobcv|Mjpw|E
4|INSERT|292|KY|JEFFERSON|971118344|12-MAY-1947|M|1|0|0|N|10|0|0|298963598I|Glinzl|Qceg|J
4|INSERT|293|VA|CULPEPER|102104133|25-APR-1942|F|1|1|0|N|10|0|0|243279985O|Tbhahk|Iiyp|E
4|INSERT|294|CA|ORANGE|898606893|27-SEP-1946|F|5|0|0|N|10|0|0|374706351B|Jxtetd|Rlbk|
4|INSERT|295|WY|CAMPBELL|803823405|09-SEP-1948|M|1|1|0|N|10|0|0|284014412S|Xlmkmh|Djvt|A
4|INSERT|296|HI|KAUAI|377024438|29-MAY-1945|F|3|0|0|N|10|0|0|951721808F|Wfdans|Ksqj|K
4|INSERT|297|PA|ALLEGHENY|628487947|05-SEP-1924|F|1|0|0|N|10|0|0|421473517S|Gxeite|Luuv|
4|INSERT|298|NC|CLEVELAND|319491045|24-JAN-1943|F|1|0|0|N|10|1|1|268593199Z|Qnvgcq|Kwee|B
4|INSERT|299|NC|LEE|578781658|23-MAY-1942|F|1|0|0|N|10|0|0|230602635D|Gyytds|Hrqx|S
4|INSERT|300|PA|BRADFORD|775808773|15-AUG-1939|F|1|0|0|N|10|0|0|650487364O|Oswyeu|Nizn|R
4|INSERT|301|KY|HARDIN|177098687|08-SEP-1940|F|1|0|0|N|10|0|0|505713804G|Kawsbk|Gsyp|H
4|INSERT|302|MO|ST. LOUIS CITY|749491399|26-DEC-1954|F|2|1|1|N|20|0|0|440115590M|Hynybj|Zzoo|A
4|INSERT|303|VA|LOUDOUN|327205656|13-SEP-1933|M|1|0|0|N|10|0|0|346722056N|Dzmgej|Tali|P
4|INSERT|304|VT|WASHINGTON|33967924.|29-SEP-1926|F|1|0|0|N|10|0|0|443659990P|Mxaqed|Wrsp|P
4|INSERT|305|AL|PICKENS|358597090|09-MAR-1938|M|1|0|0|N|10|0|0|971614037M|Xoxcnz|Snqk|
4|INSERT|306|MI|ARENAC|548580180|21-DEC-1935|F|1|0|0|N|10|0|0|846331916Q|Yloeoa|Wcae|J
4|INSERT|307|FL|PINELLAS|546314771|27-SEP-1952|F|1|1|1|N|20|0|0|215891899G|Jhfbmk|Vbmh|R
4|INSERT|308|NY|BROOME|12229831.|19-SEP-1935|M|1|0|0|N|10|0|0|742493819W|Shseoz|Bthl|M
4|INSERT|309|NE|NEMAHA|344892667|14-MAR-1945|F|1|0|0|N|10|0|0|786090973R|Scpiug|Ktbe|E
4|INSERT|310|NY|NASSAU|471374650|03-MAR-1942|F|1|0|0|N|10|0|0|728024291M|Pzrchg|Mgek|J
4|INSERT|311|AZ|MARICOPA|539715196|29-OCT-1941|M|1|0|0|N|10|0|0|535295613X|Jwyyzy|Ebtp|J
4|INSERT|312|AR|SEBASTIAN|157589443|09-SEP-1936|M|1|0|0|N|10|0|0|939758516B|Civeuh|Efcj|J
4|INSERT|313|FL|PUTNAM|996577414|22-JUN-1938|F|1|0|0|N|10|0|0|372201763S|Wztuay|Ftfj|C
4|INSERT|314|OH|HAMILTON|857605172|27-SEP-1930|F|1|0|0|N|10|0|0|621321524F|Sbumat|Kclg|J
4|INSERT|315|RI|PROVIDENCE|780214378|05-JUL-1927|M|1|0|0|N|10|0|0|666596815P|Elxdou|Xste|W
4|INSERT|316|NY|NEW YORK|502540717|31-JUL-1929|F|1|0|0|N|10|0|0|479899307I|Ngtion|Gote|F
4|INSERT|317|OH|PORTAGE|978918770|01-JUN-1934|M|1|0|0|N|10|0|0|247192944M|Lzgfpx|Fxbt|L
4|INSERT|318|PA|SOMERSET|763299665|25-DEC-1951|F|1|1|1|N|20|0|0|641648699C|Mlfrki|Sucy|P
4|INSERT|319|MI|LAPEER|812359686|20-JUL-1939|F|1|0|0|N|10|0|0|334965184U|Inorxi|Cvzm|F
4|INSERT|320|OR|WASHINGTON|826183272|07-DEC-1945|M|1|0|0|N|10|0|0|991402509C|Cswrig|Tteq|A
4|INSERT|321|LA|AVOYELLES|937077701|26-MAY-1950|M|2|1|1|N|20|0|0|228443200Z|Blccuo|Sdpd|V
4|INSERT|322|IN|BARTHOLOMEW|611164929|08-SEP-1933|M|1|0|0|N|10|0|0|879639327O|Nqtlnh|Jhza|M
4|INSERT|323|IL|CLARK|13740634.|08-MAY-1922|M|1|0|0|N|10|1|1|922921658S|Uirunp|Czkx|
4|INSERT|324|LA|WEBSTER|692555564|07-MAY-1942|F|1|0|0|N|10|0|0|857201401Q|Fcighk|Hbrh|E
4|INSERT|325|NJ|OCEAN|33908248.|11-JAN-1952|F|1|1|1|N|20|0|0|273075827Y|Vmaxex|Kmif|
4|INSERT|326|KY|MARTIN|873396716|11-NOV-1941|M|1|0|0|N|10|0|0|339252111D|Qbyggz|Ovor|B
4|INSERT|327|FL|FLAGLER|333618317|27-DEC-1932|F|1|0|0|N|10|0|0|621547621C|Sduign|Gnmg|
4|INSERT|328|FL|PUTNAM|442157817|17-MAR-1934|F|1|0|0|N|10|0|0|412173851J|Syjxgy|Igqo|R
4|INSERT|329|FL|PALM BEACH|22045541.|28-NOV-1942|F|1|0|0|N|10|0|0|125835679D|Qfpcps|Ayfq|
4|INSERT|330|RI|WASHINGTON|990525786|28-DEC-1944|F|1|1|0|N|10|0|0|302612576T|Gyalkr|Eqwu|P
4|INSERT|331|MO|JEFFERSON|892898807|30-APR-1934|F|1|0|0|N|10|0|0|938962242Y|Hudzgk|Ovpw|M
4|INSERT|332|MI|HOUGHTON|116804270|15-SEP-1939|F|1|0|0|N|10|0|0|754650671F|Cmiirq|Wgkt|W
4|INSERT|333|MI|CALHOUN|475544770|17-JAN-1948|F|1|0|0|N|10|0|0|898249961E|Ybxnew|Wtrh|T
4|INSERT|334|LA|CALCASIEU|679861240|17-AUG-1934|F|1|0|0|N|10|0|0|894358056M|Plzted|Ytav|W
4|INSERT|335|OH|FRANKLIN|133667088|23-JUN-1947|F|1|0|0|N|10|0|0|366001625A|Fqxczb|Aexs|G
4|INSERT|336|NC|NEW HANOVER|359310807|18-OCT-1930|M|1|0|0|N|10|0|0|231792518P|Yuoxzx|Uqja|P
4|INSERT|337|IN|TIPTON|679139616|31-DEC-1956|M|1|1|1|N|20|0|0|672977209M|Zqlrcc|Dbzv|L
4|INSERT|338|FL|SARASOTA|406855034|31-DEC-1945|M|1|0|0|N|10|0|0|853114397L|Hnfbbx|Ntax|J
4|INSERT|339|AR|PULASKI|336440892|18-APR-1963|F|2|1|1|N|20|0|0|409509836M|Qtkodw|Sksc|E
4|INSERT|340|NY|NIAGARA|131256275|27-OCT-1952|M|1|1|1|N|20|0|0|181740465U|Rhkqfw|Keyw|L
4|INSERT|341|SC|GREENVILLE|760580937|02-NOV-1940|M|1|0|0|N|10|0|0|448860621T|Jgeucc|Kmqg|B
4|INSERT|342|SC|KERSHAW|958718799|28-DEC-1944|F|1|0|0|N|10|0|0|348605366G|Ousihx|Imnt|A
4|INSERT|343|FL|BROWARD|791316593|26-MAY-1940|F|1|0|0|N|10|0|0|715214137B|Qrznmu|Uhrv|
4|INSERT|344|NY|MONROE|752336661|10-JAN-1933|F|1|0|0|N|10|0|0|637849047P|Xhskoy|Lxes|R
4|INSERT|345|CT|LITCHFIELD|35594324.|28-JAN-1924|M|1|0|0|N|10|1|1|648541397I|Bqiuiu|Mcqx|W
4|INSERT|346|AR|WHITE|625217895|21-DEC-1974|F|1|1|1|N|20|0|0|715956381N|Pntrkp|Pzhw|
4|INSERT|347|CO|ARAPAHOE|707893138|31-DEC-1931|F|1|0|0|N|10|0|0|478603310Q|Tddyza|Evpc|W
4|INSERT|348|TX|PARKER|546014865|16-APR-1944|F|1|0|0|N|10|0|0|562074576Y|Daviuh|Xhqv|H
4|INSERT|349|NY|QUEENS|751633823|02-FEB-1948|M|4|0|0|N|10|0|0|872122125R|Jeszhb|Ymtl|
4|INSERT|350|PA|INDIANA|64292244.|06-FEB-1936|M|1|0|0|N|10|0|0|397569390S|Voqslw|Rfyk|M
4|INSERT|351|NY|NASSAU|627965678|26-SEP-1947|M|0|0|0|N|10|0|0|101507551E|Audmvn|Csal|
4|INSERT|352|PA|YORK|943881296|15-AUG-1938|F|2|0|0|N|10|0|0|758237932P|Vobysr|Wlzj|C
4|INSERT|353|OR|MULTNOMAH|84522128.|02-NOV-1938|F|1|0|0|N|10|0|0|153304481B|Ldyoit|Ulot|J
4|INSERT|354|PA|ALLEGHENY|989538339|05-JUN-1947|F|1|0|0|N|10|0|0|918580617E|Egpidl|Hnuk|
4|INSERT|355|MA|SUFFOLK|936881868|18-OCT-1958|F|1|1|1|N|20|0|0|409401001V|Foiivp|Qtbl|A
4|INSERT|356|WA|PIERCE|238529749|21-FEB-1944|F|6|0|0|N|10|0|0|404905959W|Lhorsf|Eiaa|P
4|INSERT|357|FL|MIAMI-DADE|935186811|31-JUL-1940|F|1|0|0|N|10|0|0|123145255W|Zsxgye|Drcp|J
4|INSERT|358|IL|WILL|506061054|27-JUL-1928|F|1|0|0|N|10|0|0|871155109N|Bhqzda|Qscz|A
4|INSERT|359|PA|DELAWARE|358194926|23-NOV-1917|F|1|0|0|N|10|0|0|486201386S|Wvrmlh|Btvo|J
4|INSERT|360|CA|SANTA BARBARA|467410067|06-SEP-1923|M|1|0|0|N|10|0|0|599552979D|Pkxqup|Yjeh|
4|INSERT|361|MO|CLAY|178630497|10-DEC-1946|M|1|0|0|N|10|0|0|810519476S|Zgpylu|Cqqo|A
4|INSERT|362|CA|STANISLAUS|991553817|19-DEC-1924|M|1|0|0|N|10|0|0|843122976I|Wtlgkf|Jark|C
4|INSERT|363|TX|BASTROP|658264667|19-NOV-1909|M|2|0|0|N|10|1|1|526261384J|Xgcmor|Sagn|B
4|INSERT|364|SC|PICKENS|760306644|03-NOV-1943|F|1|0|0|N|10|0|0|968502498F|Ptcttt|Jgwi|T
4|INSERT|365|ME|OXFORD|789191327|16-MAY-1947|F|1|0|0|N|10|0|0|779845614I|Aaaapm|Fnhq|A
4|INSERT|366|PA|ALLEGHENY|149671214|15-JUN-1936|F|1|0|0|N|10|0|0|685109697P|Grwuyb|Anzd|
4|INSERT|367|TX|BEXAR|380695322|12-JUL-1922|F|2|0|0|N|10|0|0|507082047R|Ekylpc|Npsi|H
4|INSERT|368|CA|LOS ANGELES|253476522|02-SEP-1938|F|1|0|0|N|10|0|0|231211245B|Upnyji|Lpni|L
4|INSERT|369|TX|HARRIS|146134025|19-FEB-1932|F|5|0|0|N|10|0|0|437555176W|Orbasf|Lnyu|
4|INSERT|370|FL|MIAMI-DADE|816706307|09-NOV-1932|F|1|0|0|N|10|0|0|408966369G|Zrcssr|Jlzj|
4|INSERT|371|OH|CUYAHOGA|420458765|03-JUL-1939|M|1|0|0|N|10|0|0|201852698S|Hiybgm|Dqdg|C
4|INSERT|372|IL|GRUNDY|405237859|01-OCT-1939|M|1|0|0|N|10|0|0|562428497W|Lgrqvm|Qlad|E
4|INSERT|373|NC|CABARRUS|622959083|12-JAN-1938|M|1|0|0|N|10|0|0|959017247T|Hgryjj|Jrgr|B
4|INSERT|374|FL|DUVAL|11063557.|30-DEC-1924|M|1|0|0|N|10|0|0|381592209L|Tbbdoo|Ykhf|P
4|INSERT|375|KY|BULLITT|975274162|03-SEP-1944|F|1|0|0|N|10|0|0|320373078V|Woyfcg|Hyln|R
4|INSERT|376|FL|PASCO|12124252.|24-JAN-1980|F|1|1|1|N|20|0|0|735966242X|Cuwnsl|Rxqf|C
4|INSERT|377|MD|WASHINGTON|1692340.8|31-OCT-1936|M|1|0|0|N|10|0|0|991660344O|Ndsybo|Nipl|L
4|INSERT|378|MN|CROW WING|455939979|29-JUL-1941|M|1|0|0|N|10|0|0|783948760P|Mpmfyd|Xlbq|A
4|INSERT|379|NY|NASSAU|412976802|21-MAR-1933|M|1|0|0|N|10|0|0|979325230D|Ovvwcm|Juej|N
4|INSERT|380|NC|LEE|249925780|13-AUG-1939|M|1|0|0|N|10|0|0|474856356W|Pxvqki|Derq|J
4|INSERT|381|NC|CABARRUS|17187168.|02-JAN-1934|F|1|0|0|N|10|0|0|769614744Q|Bqjmgh|Txkp|J
4|INSERT|382|WA|YAKIMA|904498925|16-FEB-1938|M|1|0|0|N|10|0|0|970559815F|Cycklc|Duui|J
4|INSERT|383|OH|SUMMIT|883981848|18-FEB-1937|M|1|0|0|N|10|0|0|594891692V|Mpdclx|Mlyp|A
4|INSERT|384|WA|SPOKANE|535866378|16-MAR-1945|F|1|0|0|N|10|0|0|968418669H|Xorodx|Pnto|C
4|INSERT|385|TN|JACKSON|123792329|02-FEB-1935|M|1|0|0|N|10|0|0|396774230K|Vwkglw|Ckkf|C
4|INSERT|386|IL|DE KALB|907323830|20-SEP-1941|F|1|1|0|N|10|0|0|455275378B|Uohafa|Zcqg|E
4|INSERT|387|CA|EL DORADO|336814549|25-JAN-1935|F|1|0|0|N|10|0|0|186445798W|Ntbhaz|Zvey|R
4|INSERT|388|MI|EATON|157335843|02-APR-1926|M|1|0|0|N|10|1|1|205083816A|Ldcvpl|Ckyv|M
4|INSERT|389|VA|CHESAPEAKE CITY|277127119|04-OCT-1936|F|2|1|0|N|10|0|0|360434260Q|Wbcesx|Andc|
4|INSERT|390|PA|ALLEGHENY|687404616|03-JUL-1917|F|1|0|0|N|10|1|1|684031729B|Zwjvot|Eiwo|L
4|INSERT|391|AL|MADISON|759934583|17-AUG-1940|F|1|0|0|N|10|0|0|867597803R|Pekgky|Ices|G
4|INSERT|392|IL|WHITESIDE|374217186|15-MAR-1928|M|1|0|0|N|10|1|1|923817490L|Ldkvfc|Rzgr|S
4|INSERT|393|SC|ORANGEBURG|84725899.|02-MAR-1928|F|2|0|0|N|10|0|0|496507975D|Kheqsr|Jdek|
4|INSERT|394|PA|LUZERNE|227721954|16-JUL-1937|M|1|0|0|N|10|0|0|733399458E|Nbuehv|Yypj|A
4|INSERT|395|IL|COOK|703648428|01-DEC-1943|M|2|0|0|N|10|0|0|771525526O|Tkvsiv|Ooob|S
4|INSERT|396|NY|NEW YORK|884778213|10-APR-1947|M|2|0|0|N|10|1|1|769022310V|Xpxxhy|Xzgz|S
4|INSERT|397|WA|KITSAP|903936511|27-MAY-1947|M|4|1|1|N|10|0|0|870207874Q|Tmoywy|Aojs|K
4|INSERT|398|IN|VANDERBURGH|478726902|25-JUN-1952|F|1|1|1|N|20|0|0|347979289Z|Anybxs|Tftg|L
4|INSERT|399|NY|QUEENS|937987258|05-MAR-1940|F|1|0|0|N|10|0|0|740966173J|Rnjyap|Ewuk|
4|INSERT|400|RI|KENT|243550754|25-JAN-1939|M|1|0|0|N|10|0|0|288328454P|Dgupox|Lgzu|K
4|INSERT|401|IN|DEARBORN|851739593|20-MAR-1943|F|1|0|0|N|10|0|0|104686025E|Okmgwf|Mfwa|E
4|INSERT|402|OH|RICHLAND|73406626.|29-MAY-1942|M|1|0|0|N|10|0|0|276038766O|Tclpdc|Ishi|E
4|INSERT|403|VA|LOUDOUN|559837436|26-OCT-1922|F|1|0|0|N|10|0|0|883800260M|Whbrsx|Inva|R
4|INSERT|404|ND|SARGENT|538964182|05-MAR-1936|F|1|1|0|N|10|0|0|633194235P|Iptsvn|Rano|L
4|INSERT|405|MD|BALTIMORE CITY|665913207|14-AUG-1914|M|1|0|0|N|10|0|0|654578445N|Aihswj|Nyxe|M
